title,year,duration,votes,meta_score,budget,opening_weekend_gross,gross_worldwide
"Rebels on Pointe",2017,90,129,72.0,0,3270,15088
"6 Below: Miracle on the Mountain",2017,98,8900,40.0,0,0,1135531
"The Farthest",2017,121,4700,87.0,0,6900,44921
"Last Men in Aleppo",2017,104,3100,80.0,0,1505,14637
"A Prayer Before Dawn",2017,116,27000,76.0,0,14453,958883
"My Son",2017,84,1600,54.0,0,4750,3211985
"The Last Movie Star",2017,94,5100,46.0,0,3780,14410
"Brotherhood of Blades 2",2017,120,2300,0,0,5296,39966092
"Chasing the Blues",2017,77,1600,49.0,0,9949,14030
"The Escape",2017,101,2500,75.0,0,0,390881
"Abracadabra",2017,96,2700,0,5200000,1942,1808361
"Red Trees",2017,87,150,57.0,0,10180,13666
"The Boy Downstairs",2017,91,1900,59.0,0,5995,73988
"Legend of the Naga Pearls",2017,108,1000,0,38000000,5122,17274695
"Shadowman",2017,81,274,78.0,0,4113,13498
"Hagazussa",2017,102,7700,72.0,0,6041,21487
"Like Me",2017,80,1400,60.0,0,5064,12965
"Kak Vitka Chesnok vyoz Lyokhu Shtyrya v dom invalidov",2017,90,4200,0,25000000,2634,112071
"Permanent",2017,93,2700,41.0,0,5722,12847
"In Search of Fellini",2017,93,2900,55.0,0,10796,25269
"Heal",2017,106,3000,0,0,12668,12668
"American Socialist: The Life and Times of Eugene Victor Debs",2017,97,58,0,0,2823,12609
"Of Fathers and Sons",2017,99,2800,70.0,0,340,12579
"Off Season",2017,86,81,0,200000,2536,12544
"Félicité",2017,129,1200,75.0,0,1713,265495
"Let Yourself Go",2017,99,1400,0,0,8128,2140190
"Frank Serpico",2017,98,403,68.0,0,2283,11925
"Sweet Virginia",2017,93,12000,72.0,0,5183,14725
"Hannah",2017,93,1400,63.0,0,11700,146325
"The Tribes of Palos Verdes",2017,104,3000,49.0,0,796,11603
"This is Our Land",2017,117,1200,61.0,0,2442,16182
"Beside Bowie: The Mick Ronson Story",2017,102,387,0,0,2100,11400
"The Public Image is Rotten",2017,103,348,66.0,0,8052,14464
"The Pathological Optimist",2017,93,179,0,0,5946,11222
"Made Me Do It",2017,90,61,0,0,3842,11151
"The Wedding Party 2: Destination Dubai",2017,98,338,0,0,4905,109459
"Ferrante Fever",2017,74,196,52.0,150000,3509,14518
"You Go to My Head",2017,116,3500,69.0,0,5864,10682
"Amelia 2.0",2017,89,2100,0,0,7836,10233
"Harry Potter and the Deathly Hallows: Part 2",2011,130,991000,85.0,125000000,169189427,1342499744
"Transformers: Dark of the Moon",2011,154,443000,42.0,195000000,97852865,1123794079
"The Twilight Saga: Breaking Dawn - Part 1",2011,117,262000,45.0,110000000,138122261,712205856
"The Hangover Part II",2011,102,553000,44.0,80000000,85946294,586764305
"Pirates of the Caribbean: On Stranger Tides",2011,136,583000,45.0,250000000,90151958,1046721266
"Fast Five",2011,130,419000,66.0,125000000,86198765,626140012
"Mission: Impossible - Ghost Protocol",2011,132,541000,73.0,145000000,12785204,694713380
"Cars 2",2011,106,234000,57.0,200000000,66135507,559853036
"Sherlock Holmes: A Game of Shadows",2011,129,491000,48.0,125000000,39637079,543848418
"Thor",2011,115,928000,57.0,150000000,65723338,449326618
"Rise of the Planet of the Apes",2011,105,591000,68.0,93000000,54806191,481800873
"Captain America: The First Avenger",2011,124,927000,66.0,140000000,65058524,370569774
"The Help",2011,146,510000,62.0,25000000,26044590,221802186
"Bridesmaids",2011,125,316000,75.0,32500000,26247410,324840797
"Kung Fu Panda 2",2011,90,337000,67.0,150000000,47656302,665692281
"Puss in Boots",2011,90,200000,65.0,130000000,34077439,554987477
"X-Men: First Class",2011,131,744000,65.0,160000000,55101604,352616690
"Rio",2011,96,260000,63.0,90000000,39225962,483866772
"The Smurfs",2011,103,100000,30.0,110000000,35611637,563892376
"Alvin and the Chipmunks: Chipwrecked",2011,87,42000,24.0,75000000,23244744,342695435
"Super 8",2011,112,373000,72.0,50000000,35451168,260095986
"Rango",2011,107,304000,75.0,135000000,38079323,245724603
"Horrible Bosses",2011,98,478000,57.0,35000000,28302165,209838559
"Green Lantern",2011,114,303000,39.0,200000000,53174303,237201172
"Hop",2011,95,39000,41.0,63000000,37543710,184367665
"Paranormal Activity 3",2011,83,102000,59.0,5000000,52568183,207039844
"Just Go with It",2011,117,276000,33.0,80000000,30514732,214945591
"The Girl with the Dragon Tattoo",2011,158,511000,71.0,90000000,12768604,232617430
"Bad Teacher",2011,92,217000,47.0,20000000,31603106,216197492
"Cowboys & Aliens",2011,119,237000,50.0,163000000,36431290,174822325
"Gnomeo & Juliet",2011,84,62000,53.0,36000000,25356909,193967670
"The Green Hornet",2011,119,167000,39.0,120000000,33526876,227817248
"The Muppets",2011,103,99000,75.0,45000000,29239026,171802998
"Real Steel",2011,127,369000,56.0,110000000,27319677,299268508
"Crazy, Stupid, Love.",2011,118,589000,68.0,50000000,19104303,145086643
"Battle Los Angeles",2011,116,187000,37.0,70000000,35573187,211819354
"Immortals",2011,110,180000,46.0,75000000,32206425,226904017
"The Descendants",2011,115,256000,84.0,20000000,1190096,177243185
"Zookeeper",2011,102,67000,30.0,80000000,20065617,169852759
"War Horse",2011,146,169000,72.0,66000000,7515402,177584879
"Limitless",2011,105,627000,59.0,27000000,18907302,161849455
"Tower Heist",2011,104,154000,59.0,75000000,24025190,152930623
"The Adventures of Tintin",2011,107,248000,68.0,135000000,9720993,373994233
"Contagion",2011,106,323000,70.0,60000000,22403596,136515867
"We Bought a Zoo",2011,124,156000,58.0,50000000,9360434,120081841
"Moneyball",2011,133,484000,87.0,50000000,19501302,110206216
"Jack and Jill",2011,91,93000,23.0,79000000,25003575,149673788
"Hugo",2011,126,343000,83.0,150000000,11364505,185770310
"Justin Bieber: Never Say Never",2011,105,77000,52.0,13000000,29514054,99036827
"Dolphin Tale",2011,113,26000,64.0,37000000,19152401,95943453
"No Strings Attached",2011,108,249000,50.0,25000000,19652921,149228077
"Mr. Popper's Penguins",2011,94,109000,53.0,55000000,18445355,187361754
"Happy Feet Two",2011,100,49000,50.0,135000000,21237068,159197038
"Unknown",2011,113,273000,56.0,30000000,21856389,135710029
"The Adjustment Bureau",2011,106,277000,60.0,50200000,21157730,127869379
"Water for Elephants",2011,120,122000,52.0,38000000,16842353,117094902
"The Lincoln Lawyer",2011,118,261000,63.0,40000000,13206453,86752352
"Midnight in Paris",2011,94,460000,81.0,17000000,599003,151487383
"Friends with Benefits",2011,109,408000,63.0,35000000,18622150,149542245
"I Am Number Four",2011,111,249000,36.0,60000000,19449893,149878437
"Source Code",2011,93,565000,74.0,32000000,14812094,147332697
"New Year's Eve",2011,118,91000,22.0,56000000,13019180,142044638
"Madea's Big Happy Family",2011,106,8800,45.0,25000000,25068677,54161287
"El Diario De Un Chico En Apuros 2: Las Reglas De Rodrick",2011,99,39000,51.0,21000000,23751502,72526996
"Footloose",2011,113,54000,58.0,24000000,15556113,63546519
"Ghost Rider: Spirit of Vengeance",2011,96,130000,34.0,57000000,22115334,132563930
"The Grey",2011,117,269000,64.0,25000000,19665101,79781695
"The Dilemma",2011,111,58000,46.0,70000000,17816230,69721966
"Arthur Christmas",2011,97,70000,69.0,100000000,12068931,151133654
"The Best Exotic Marigold Hotel",2011,124,102000,62.0,10000000,737051,150501815
"Hall Pass",2011,105,133000,45.0,36000000,13535374,86157237
"The Artist",2011,100,252000,89.0,15000000,204878,133471171
"Soul Surfer",2011,112,54000,53.0,18000000,10601862,47121479
"Final Destination 5",2011,92,131000,50.0,40000000,18031396,157887643
"The Cabin in the Woods",2011,95,470000,72.0,30000000,14743614,70038838
"The Ides of March",2011,101,235000,67.0,12500000,10470143,76338111
"Hanna",2011,111,210000,65.0,30000000,12370549,63782078
"Something Borrowed",2011,112,66000,36.0,35000000,13945368,65100369
"Spy Kids 4: All the Time in the World",2011,89,29000,37.0,27000000,11644672,85564310
"Scream 4",2011,111,180000,52.0,40000000,18692090,97231420
"Big Mommas: Like Father, Like Son",2011,107,30000,22.0,32000000,16300803,82686066
"Red Riding Hood",2011,100,118000,29.0,42000000,14005335,90260376
"In Time",2011,109,465000,53.0,40000000,12050368,173930596
"Paul",2011,104,273000,57.0,40000000,13043310,97984015
"J. Edgar",2011,137,136000,59.0,35000000,11217324,84920539
"The Roommate",2011,91,42000,23.0,16000000,15002635,40492652
"Jumping the Broom",2011,112,12000,56.0,6600000,15215487,38158601
"The Change-Up",2011,112,201000,39.0,52000000,13531115,75450437
"30 Minutes or Less",2011,83,108000,49.0,28000000,13330118,40662632
"Colombiana",2011,108,111000,45.0,40000000,10408176,71508440
"Sucker Punch",2011,110,256000,33.0,82000000,19058199,89792502
"Larry Crowne",2011,98,73000,41.0,30000000,13096065,75055070
"Drive",2011,100,732000,79.0,15000000,11340461,79747261
"A Very Harold & Kumar Christmas",2011,90,74000,61.0,19000000,12954142,36192775
"Courageous",2011,129,22000,42.0,2000000,9112839,35690739
"50/50",2011,100,347000,72.0,8000000,8644095,41097853
"The Rite",2011,114,104000,38.0,37000000,14789393,96560591
"Arthur",2011,110,53000,36.0,40000000,12222756,48147945
"Extremely Loud & Incredibly Close",2011,129,106000,46.0,40000000,72348,55247881
"The Sitter",2011,81,73000,39.0,25000000,9851435,34942188
"The Iron Lady",2011,105,115000,52.0,13000000,220409,115890792
"Priest",2011,87,126000,41.0,60000000,14953664,78309505
"The Mechanic",2011,93,178000,49.0,40000000,11422006,76130093
"Chimpanzee",2011,78,6500,57.0,5000000,10673748,34823764
"Abduction",2011,106,85000,25.0,35000000,10925253,82087155
"Beastly",2011,86,81000,40.0,17000000,9851102,43202283
"Winnie the Pooh",2011,63,29000,74.0,30000000,7857076,49871429
"Killer Elite",2011,116,138000,44.0,70000000,9352008,57084522
"Season of the Witch",2011,95,100000,28.0,40000000,10612375,91627228
"Our Idiot Brother",2011,90,92000,60.0,5000000,7011631,25804448
"Tinker Tailor Soldier Spy",2011,127,219000,85.0,20000000,310562,81515369
"Sanctum",2011,108,58000,42.0,30000000,9447930,108609310
"Monte Carlo",2011,109,50000,43.0,20000000,7453944,39782697
"Your Highness",2011,102,106000,31.0,49900000,9360020,28013733
"The Darkest Hour",2011,89,65000,18.0,30000000,2993519,64626786
"Mars Needs Moms",2011,88,25000,49.0,150000000,6914488,39233678
"Dream House",2011,92,70000,35.0,50000000,8129355,39984400
"Conan the Barbarian",2011,113,104000,36.0,90000000,10021215,63523283
"The Three Musketeers",2011,110,114000,35.0,75000000,8674452,132274484
"The Eagle",2011,114,76000,55.0,25000000,8684464,37989684
"Haywire",2011,93,91000,67.0,23000000,8425370,34513760
"Shark Night",2011,90,28000,22.0,25000000,8404260,41363927
"You're Next",2011,95,115000,66.0,1000000,7020196,26895481
"Fright Night",2011,106,116000,64.0,30000000,7714388,41002607
"Apollo 18",2011,86,59000,24.0,5000000,8704271,26236153
"The Thing",2011,103,150000,49.0,38000000,8493665,31505287
"Young Adult",2011,94,89000,71.0,12000000,310263,22939027
"Judy Moody and the Not Bummer Summer",2011,91,3500,37.0,20000000,6076859,15691640
"My Week with Marilyn",2011,99,91000,65.0,6400000,1750507,35057696
"What's Your Number?",2011,106,90000,35.0,20000000,5421669,30426096
"One Day",2011,107,174000,48.0,15000000,5079566,59389433
"Warrior",2011,140,512000,71.0,25000000,5242107,23308615
"The Tree of Life",2011,139,188000,85.0,32000000,372920,58386787
"The Rum Diary",2011,119,109000,56.0,45000000,5135369,30134958
"Silent House",2011,86,25000,49.0,2000000,6661234,16527747
"Glee: The 3D Concert Movie",2011,84,6100,48.0,9000000,5961231,18663238
"Jane Eyre",2011,120,95000,76.0,0,182885,34710627
"Drive Angry",2011,104,105000,44.0,50000000,5187625,40909909
"Straw Dogs",2011,110,37000,45.0,25000000,5123760,11168712
"The Intouchables",2011,112,972000,57.0,9500000,103507,426590315
"Win Win",2011,106,56000,75.0,0,150362,11789613
"Hoodwinked Too! Hood vs. Evil",2011,86,14000,20.0,30000000,4108630,23840350
"Prom",2011,104,16000,50.0,8000000,4712638,10702246
"I Don't Know How She Does It",2011,89,21000,38.0,24000000,4402201,31410151
"Bernie",2011,104,65000,75.0,5000000,85805,10173061
"Salmon Fishing in the Yemen",2011,107,68000,58.0,0,225894,34564651
"Johnny English Reborn",2011,101,145000,46.0,45000000,3833300,160078586
"Kevin Hart: Laugh at My Pain",2011,89,6600,0,0,1908420,7706436
"Friends with Kids",2011,107,44000,55.0,10000000,2019083,13041254
"The Big Year",2011,100,49000,53.0,41000000,3251884,8179416
"A Separation",2011,123,268000,95.0,500000,59481,22926076
"Take Me Home Tonight",2011,97,57000,42.0,23000000,3464679,7550073
"Cedar Rapids",2011,87,40000,70.0,10000000,302968,7728936
"A Dangerous Method",2011,99,110000,76.0,15000000,167953,30519436
"The Guard",2011,96,99000,78.0,6000000,76834,19561904
"October Baby",2011,107,8000,32.0,1000000,102096,5396618
"Margin Call",2011,107,152000,76.0,3500000,561906,19504039
"Atlas Shrugged: Part I",2011,97,15000,28.0,20000000,1677000,4627375
"Anonymous",2011,130,43000,50.0,30000000,1021768,15395087
"Seven Days in Utopia",2011,100,4400,37.0,7500000,1316910,4373074
"Jeff, Who Lives at Home",2011,83,66000,60.0,10000000,855709,4704757
"Goon",2011,92,92000,64.0,12000000,1232860,6985158
"Bully",2011,98,11000,74.0,1100000,116472,4411649
"The Raid: Redemption",2011,101,223000,73.0,1100000,213785,9146852
"Buck",2011,88,3500,76.0,0,67548,4448728
"Shame",2011,101,211000,72.0,6500000,361000,19126823
"Don 2",2011,148,60000,49.0,16700000,1673921,6913518
"Pina",2011,103,16000,83.0,3238460,68012,18705853
"Like Crazy",2011,86,64000,68.0,250000,123140,3852774
"The Skin I Live In",2011,120,173000,70.0,10002914,223119,33716389
"Zindagi Na Milegi Dobara",2011,155,90000,0,550000000,960548,5192743
"From Prada to Nada",2011,107,16000,39.0,0,1115638,4072098
"Melancholia",2011,135,202000,81.0,7400000,257174,17683518
"Albert Nobbs",2011,113,26000,57.0,8000000,696088,7532259
"Martha Marcy May Marlene",2011,102,57000,75.0,0,137651,4778439
"Samsara",2011,102,39000,65.0,4000000,76222,4426444
"Jiro Dreams of Sushi",2011,81,39000,77.0,0,42035,2692864
"Carnage",2011,80,135000,61.0,25000000,79795,30035601
"Bucky Larson: Born to Be a Star",2011,97,13000,9.0,10000000,1415023,2530394
"Ra.One",2011,156,49000,60.0,24000000,0,35911689
"Monsieur Lazhar",2011,95,21000,82.0,0,112190,9074711
"Footnote",2011,107,6400,83.0,0,47528,2451259
"Killer Joe",2011,102,86000,62.0,11000000,37900,4633668
"Bodyguard",2011,130,29000,41.0,600000000,863751,31516209
"Hysteria",2011,100,34000,53.0,0,35656,9584256
"A Better Life",2011,98,17000,64.0,10000000,62087,1863506
"We Need to Talk About Kevin",2011,112,174000,68.0,7000000,24587,9212174
"Take Shelter",2011,120,112000,85.0,5000000,52041,3741098
"Your Sister's Sister",2011,90,29000,72.0,125000,109221,3242802
"Delhi Belly",2011,103,33000,66.0,0,581943,16706074
"The Kid with a Bike",2011,87,29000,87.0,0,45933,7011798
"The Art of Getting By",2011,83,62000,36.0,0,679160,1892130
"Private Pérez",2011,105,2000,56.0,0,664517,9330465
"The Devil's Double",2011,109,65000,52.0,19100000,96414,5728213
"Snow Flower and the Secret Fan",2011,120,4100,42.0,6000000,134005,11348205
"Another Earth",2011,92,102000,66.0,100000,77740,1938783
"Take This Waltz",2011,116,31000,68.0,0,137019,4965950
"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",2011,97,4100,76.0,0,111982,1200326
"Headhunters",2011,100,109000,72.0,30300000,43013,19387088
"Kill the Irishman",2011,106,53000,50.0,12000000,145430,1188194
"The Deep Blue Sea",2011,98,17000,82.0,0,123841,3143514
"Red State",2011,88,69000,50.0,4000000,204230,1874460
"Desi Boyz",2011,122,16000,0,2000000,702325,2355293
"There Be Dragons",2011,122,5200,33.0,36000000,705537,4372642
"Page One",2011,92,3500,68.0,0,28911,1077982
"In Darkness",2011,145,11000,74.0,0,27413,9955885
"Attack the Block",2011,88,113000,75.0,13000000,139506,6206022
"Diana Vreeland: The Eye Has to Travel",2011,86,1700,69.0,0,63700,1721472
"First Position",2011,95,3500,72.0,0,48024,1730824
"Damsels in Distress",2011,99,10000,67.0,0,58589,1314358
"From Up on Poppy Hill",2011,91,56000,71.0,22000000,57585,61485364
"Yamla Pagla Deewana",2011,163,4700,0,4340000,504116,1597269
"Rockstar",2011,159,52000,0,10920000,612235,11227859
"Rampart",2011,108,26000,70.0,12000000,60446,1567905
"The Beaver",2011,91,51000,60.0,21000000,107577,7294800
"Ready",2011,145,21000,0,0,460238,24663361
"Sholem Aleichem: Laughing in the Darkness",2011,93,191,77.0,500000,20247,906666
"Higher Ground",2011,109,3300,74.0,2000000,21495,1043262
"Thin Ice",2011,93,5500,60.0,0,183527,790421
"Pariah",2011,86,7800,79.0,450000,48579,769552
"Coriolanus",2011,123,34000,79.0,0,61136,2435325
"Forks Over Knives",2011,90,13000,57.0,0,17645,739561
"Mausam",2011,161,5700,0,0,459024,1473341
"Hobo with a Shotgun",2011,86,50000,55.0,3000000,12046,748453
"Terri",2011,105,11000,72.0,0,65103,655802
"Aarakshan",2011,164,6100,0,0,344661,8726551
"The Greatest Movie Ever Sold",2011,90,15000,66.0,1800000,118294,698249
"The Last Lions",2011,88,4400,69.0,0,53344,635325
"Le Havre",2011,93,24000,82.0,3850000,26363,12959706
"Peace, Love & Misunderstanding",2011,96,8900,45.0,10000000,105960,1105020
"W.E.",2011,119,14000,37.0,15000000,47074,2042203
"The Future",2011,91,9300,67.0,1000000,27137,887172
"Dum Maaro Dum",2011,128,4200,0,0,327523,1508912
"Undefeated",2011,113,7400,71.0,0,33165,583844
"The Greatest Miracle",2011,70,431,0,3019382,35768,3247466
"We Have a Pope",2011,102,15000,64.0,9000000,31368,17877523
"Double Dhamaal",2011,138,4900,0,350000000,301831,11445869
"Machine Gun Preacher",2011,129,70000,43.0,30000000,45130,3338690
"Where Do We Go Now?",2011,110,14000,60.0,6700000,15382,7507008
"Starbuck",2011,109,17000,49.0,0,0,6509940
"Creature",2011,93,3100,31.0,3000000,327000,533235
"Delicacy",2011,108,14000,53.0,7000000,0,11597420
"Mere Brother Ki Dulhan",2011,139,11000,0,0,403017,11983381
"Weekend",2011,97,34000,81.0,120000,27245,1192003
"The Flat",2011,97,1500,83.0,0,19916,583443
"Pearl Jam Twenty",2011,119,8300,59.0,0,102448,471334
"Thank You",2011,125,6600,0,0,244183,5452347
"Circumstance",2011,107,8100,65.0,1000000,43318,555511
"No One Killed Jessica",2011,136,13000,0,9000000,227473,634297
"Seeking Justice",2011,105,49000,38.0,17000000,249912,14089528
"Project Nim",2011,93,8700,83.0,0,25820,612839
"Sound of My Voice",2011,85,23000,67.0,135000,36134,424088
"The Well-Digger's Daughter",2011,107,4300,67.0,12500041,10273,13194167
"The Oranges",2011,90,14000,46.0,0,198461,2316971
"The Lady",2011,132,11000,43.0,0,0,7832142
"Singham",2011,143,20000,0,0,161063,15086930
"The Salt of Life",2011,90,1900,65.0,0,19176,2850852
"The Mill and the Cross",2011,92,4500,80.0,0,11354,1116180
"The Flowers of War",2011,146,57000,46.0,120000000,48448,2855644
"I Am Eleven",2011,98,280,55.0,0,5800,644454
"Being Elmo: A Puppeteer's Journey",2011,80,7300,71.0,0,22963,310812
"In the Land of Blood and Honey",2011,127,35000,56.0,13000000,18854,1203699
"You Will Be My Son",2011,102,1200,67.0,0,15301,6311661
"The Interrupters",2011,125,3600,86.0,0,7920,286457
"Rascals",2011,128,3200,0,0,168082,652756
"The Black Power Mixtape 1967-1975",2011,100,2500,73.0,5500000,17316,280256
"7 Khoon Maaf",2011,137,6800,0,4770000,164153,3924850
"Conan O'Brien Can't Stop",2011,89,7000,64.0,0,97043,267965
"Munger Road",2011,86,1800,0,200000,36605,266689
"The Music Never Stopped",2011,105,8800,60.0,4000000,76543,342202
"Chicken with Plums",2011,93,10000,69.0,12000000,11301,3265941
"Life in a Day",2011,95,16000,58.0,0,45202,607169
"War of the Arrows",2011,122,13000,0,0,24041,50587661
"Gerhard Richter Painting",2011,97,803,77.0,0,13537,717545
"Trishna",2011,117,3400,57.0,0,29140,967672
"Elena",2011,109,16000,87.0,0,9035,2227905
"Into the Abyss",2011,107,18000,74.0,0,47559,393714
"Neil Young Journeys",2011,87,840,74.0,0,12025,221082
"The Afflicted",2011,85,1500,0,180000,90272,212940
"Polisse",2011,127,16000,74.0,0,16568,20601245
"Somewhere Between",2011,88,449,67.0,0,7799,210975
"The Awakening",2011,102,70000,53.0,3000000,95933,6879667
"Touchback",2011,118,4600,56.0,5000000,66998,204232
"10 Years",2011,100,28000,61.0,0,22707,285984
"Filth to Ashes, Flesh to Dust",2011,90,344,0,100000,86086,202531
"Blackthorn",2011,102,11000,61.0,0,15254,987883
"A Good Old Fashioned Orgy",2011,95,24000,44.0,5000000,117564,1378947
"A Simple Life",2011,118,6500,78.0,30000000,43372,4776272
